SiteName,time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]",deficit_CCSM4_rcp45
bearlake_fromgrid,2020-05-10T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-05-11T12:00:00Z,38.90637149,-105.2989972,2.2
bearlake_fromgrid,2020-05-12T12:00:00Z,38.90637149,-105.2989972,1.6
bearlake_fromgrid,2020-05-13T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-05-14T12:00:00Z,38.90637149,-105.2989972,2.1
bearlake_fromgrid,2020-05-15T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-05-16T12:00:00Z,38.90637149,-105.2989972,1.3
bearlake_fromgrid,2020-05-17T12:00:00Z,38.90637149,-105.2989972,1.8
bearlake_fromgrid,2020-05-18T12:00:00Z,38.90637149,-105.2989972,2.7
bearlake_fromgrid,2020-05-19T12:00:00Z,38.90637149,-105.2989972,2.5
bearlake_fromgrid,2020-05-20T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-05-21T12:00:00Z,38.90637149,-105.2989972,2.9
bearlake_fromgrid,2020-05-22T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-05-23T12:00:00Z,38.90637149,-105.2989972,1.8
bearlake_fromgrid,2020-05-24T12:00:00Z,38.90637149,-105.2989972,2.9
bearlake_fromgrid,2020-05-25T12:00:00Z,38.90637149,-105.2989972,2.7
bearlake_fromgrid,2020-05-26T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-05-27T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-05-28T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-05-29T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-05-30T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-05-31T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-06-01T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-06-02T12:00:00Z,38.90637149,-105.2989972,1.6
bearlake_fromgrid,2020-06-03T12:00:00Z,38.90637149,-105.2989972,1.7
bearlake_fromgrid,2020-06-04T12:00:00Z,38.90637149,-105.2989972,1.1
bearlake_fromgrid,2020-06-05T12:00:00Z,38.90637149,-105.2989972,2.0
bearlake_fromgrid,2020-06-06T12:00:00Z,38.90637149,-105.2989972,1.9
bearlake_fromgrid,2020-06-07T12:00:00Z,38.90637149,-105.2989972,2.1
bearlake_fromgrid,2020-06-08T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-06-09T12:00:00Z,38.90637149,-105.2989972,2.5
bearlake_fromgrid,2020-06-10T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-06-11T12:00:00Z,38.90637149,-105.2989972,2.0
bearlake_fromgrid,2020-06-12T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-06-13T12:00:00Z,38.90637149,-105.2989972,1.9
bearlake_fromgrid,2020-06-14T12:00:00Z,38.90637149,-105.2989972,1.7
bearlake_fromgrid,2020-06-15T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-06-16T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-06-17T12:00:00Z,38.90637149,-105.2989972,0.9
bearlake_fromgrid,2020-06-18T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-06-19T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-06-20T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-06-21T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-06-22T12:00:00Z,38.90637149,-105.2989972,0.7
bearlake_fromgrid,2020-06-23T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-06-24T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-06-25T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-06-26T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-06-27T12:00:00Z,38.90637149,-105.2989972,0.8
bearlake_fromgrid,2020-06-28T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-06-29T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-06-30T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-01T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-07-02T12:00:00Z,38.90637149,-105.2989972,1.0
bearlake_fromgrid,2020-07-03T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-04T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-05T12:00:00Z,38.90637149,-105.2989972,1.7
bearlake_fromgrid,2020-07-06T12:00:00Z,38.90637149,-105.2989972,0.2
bearlake_fromgrid,2020-07-07T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-08T12:00:00Z,38.90637149,-105.2989972,2.3
bearlake_fromgrid,2020-07-09T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-07-10T12:00:00Z,38.90637149,-105.2989972,2.5
bearlake_fromgrid,2020-07-11T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-07-12T12:00:00Z,38.90637149,-105.2989972,2.5
bearlake_fromgrid,2020-07-13T12:00:00Z,38.90637149,-105.2989972,2.7
bearlake_fromgrid,2020-07-14T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-15T12:00:00Z,38.90637149,-105.2989972,1.7
bearlake_fromgrid,2020-07-16T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-17T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-18T12:00:00Z,38.90637149,-105.2989972,1.4
bearlake_fromgrid,2020-07-19T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-07-20T12:00:00Z,38.90637149,-105.2989972,0.7
bearlake_fromgrid,2020-07-21T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-07-22T12:00:00Z,38.90637149,-105.2989972,1.5
bearlake_fromgrid,2020-07-23T12:00:00Z,38.90637149,-105.2989972,0.7
bearlake_fromgrid,2020-07-24T12:00:00Z,38.90637149,-105.2989972,2.4
bearlake_fromgrid,2020-07-25T12:00:00Z,38.90637149,-105.2989972,2.6
bearlake_fromgrid,2020-07-26T12:00:00Z,38.90637149,-105.2989972,3.0
bearlake_fromgrid,2020-07-27T12:00:00Z,38.90637149,-105.2989972,2.8
bearlake_fromgrid,2020-07-28T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-29T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-07-30T12:00:00Z,38.90637149,-105.2989972,2.5
bearlake_fromgrid,2020-07-31T12:00:00Z,38.90637149,-105.2989972,3.1
bearlake_fromgrid,2020-08-01T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-02T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-03T12:00:00Z,38.90637149,-105.2989972,0.5
bearlake_fromgrid,2020-08-04T12:00:00Z,38.90637149,-105.2989972,0.6
bearlake_fromgrid,2020-08-05T12:00:00Z,38.90637149,-105.2989972,0.2
bearlake_fromgrid,2020-08-06T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-07T12:00:00Z,38.90637149,-105.2989972,0.0
bearlake_fromgrid,2020-08-08T12:00:00Z,38.90637149,-105.2989972,1.2
bearlake_fromgrid,2020-08-09T12:00:00Z,38.90637149,-105.2989972,0.1
